id,name,stop_type,stop_code,location_id,latitude,longitude,zone_id,zone_code
409,Capela S.ra SaÃºde,BUS,CARSA_1,a17fe698-0126-421b-b2c8-0a84f7aa1dfd,41.147495,-8.589031,12,PRT1
410,Capela Sra. SaÃºde,BUS,CASAU_1,ca147c03-60cb-44eb-85e0-6363e4f258ce,41.147043,-8.589326,12,PRT1
411,Capela Sra.fÃ¡tima,BUS,CAFAT_1,d6b6fb02-892c-47db-968e-573363a99686,41.175,-8.619361,13,PRT2
412,CapitÃ£o Moura,BUS,CAMOU_1,49414cfe-e90f-4a70-b43e-6750aa0726a9,41.157551,-8.52945,3,GDM1
413,Capuchinhos,BUS,CAPUC_1,e131e774-4d52-488d-a361-2a4322e5d3dd,41.182569,-8.617863,13,PRT2
414,Carcavelos,BUS,CARCA_1,5ce96de4-2a8a-434c-a69f-9a128470c169,41.179685,-8.681729,9,MTS1
415,Carlos Amarante,BUS,CAAMA_1,498e0847-6009-4e70-9165-221dc8d6cd49,41.175452,-8.61376,14,PRT3
416,Carmo,BUS,CARMO_1,a2dbfa74-18a3-4e27-840b-3e48cd56281d,41.147223,-8.616926,12,PRT1
417,Carolina Michaelis,BUS,CAMIC_2,810b510f-1602-46d1-bd25-8840c68bc976,41.157995,-8.622433,12,PRT1
418,Carreira,BUS,CARRE_2,6417eab2-76b6-46b1-896d-2d699899eafe,41.177819,-8.5409,3,GDM1
419,Carreiros,BUS,CARRE_3,989b5ef8-1088-4c78-a1da-990af11e232a,41.194362,-8.570543,8,MAI4
420,CarriÃ§al,BUS,CARRI_1,5465e1be-ef5e-465b-84b2-b3798a4de5c2,41.186253,-8.658361,9,MTS1
421,Cartes,BUS,CARTE_1,3c9d0d41-1daa-40fe-bec1-f92a3a329fda,41.162045,-8.574379,14,PRT3
422,Carvalha,BUS,CARVA_1,92a347e4-a992-4dfe-8412-1b66f1211849,41.164595,-8.541638,3,GDM1
423,Carvalha De Baixo,BUS,CABAI_1,4848e268-62a6-4ffa-aa32-dd05a062d239,41.164247,-8.53989,3,GDM1
424,Carvalheiro,BUS,CARVA_4,c59c0025-c7b4-4150-bdc4-7996a0c218e9,41.101725,-8.647521,26,VNG4
425,Carvalhido,BUS,CARVA_3,18d9ecd8-a9fc-4cff-a330-52a6873a71aa,41.166657,-8.625957,12,PRT1
426,Carvalhosa,BUS,CARVA_2,9c031a8f-1503-413f-ac03-af4438655ee2,41.156313,-8.620444,12,PRT1
427,Casa  Das Artes,BUS,CAART_1,f6aa006b-11e2-412d-829b-224abcba2353,41.156028,-8.641889,12,PRT1
428,Casa Da MÃºsica (metro),BUS,CAMUS_2,4365c2dd-7c2b-490c-84aa-67119ec70a20,41.161128,-8.62979,12,PRT1
429,Casa Da Prelada,BUS,CAPRE_1,4361381c-fd22-4fe7-9b02-c4aa81919ec2,41.173264,-8.633389,13,PRT2
430,Casa De Ramalde,BUS,CARAM_1,0ae251ab-2450-44cd-bb4e-1934c673e50c,41.168336,-8.645864,13,PRT2
431,Casa De SaÃºde Da Boavista,BUS,CASBO_1,dd507a2f-3b7e-4031-b83a-f0d321ef703a,41.164772,-8.631586,12,PRT1
432,Casa Do Corim,BUS,CACOR_1,84cfab1a-80f0-42bd-b8a7-ecdb8deb2511,41.201915,-8.573229,8,MAI4
433,Casais Novos,BUS,CANOV_1,3611a2d8-089a-44bf-a4cb-0b5c1192552e,41.189504,-8.562047,8,MAI4
434,Casal Dos Mogos,BUS,CAMOG_1,32298670-6438-4444-be73-b43b8c21d128,41.228321,-8.60038,5,MAI1
435,Castanheira,BUS,CASTA_1,18c7eec2-dde9-41cb-8038-a070265c7df0,41.181454,-8.56635,8,MAI4
436,Castelo Do Queijo,BUS,CAQUE_1,cbe619d4-e404-4b1f-be11-00309261a8f5,41.167597,-8.688595,13,PRT2
437,Castelos,BUS,CASTE_1,0b0bbf83-c3dd-4507-ae1f-ed410048d2ed,41.168402,-8.630116,12,PRT1
438,Castro Meireles,BUS,CAMEI_1,ec44a73e-69b0-4696-b35d-4e953e7119f9,41.197678,-8.594517,8,MAI4
439,Castro Portugal,BUS,CAPOR_1,2f148fbd-8009-4810-998f-072e1eb29b62,41.131652,-8.627853,23,VNG1
440,Catassol,BUS,CATAS_1,879e4f7f-915b-4dd1-b1db-4f3fcb276a4b,41.220341,-8.614111,5,MAI1
441,Cavaco,BUS,CAVAC_1,649d45ac-31c9-48cb-94de-63304f06ae97,41.230835,-8.599249,5,MAI1
442,Cavada Nova,BUS,CANOV_2,78255dd9-fa7e-439a-a750-85213a248492,41.173764,-8.552459,3,GDM1
443,Cavadas,BUS,CAVAD_1,bf75c5bd-5c3d-4d48-a641-f914470a277e,41.188576,-8.597081,5,MAI1
444,Cedofeita (Gaia),BUS,CEDOF_2,fb18747d-e973-4753-a219-8d26b42c7fe2,41.093717,-8.639041,26,VNG4
445,Cedofeita (Porto),BUS,CEDOF_1,f9b37cdf-99cb-46b8-ac30-b5362c0bfdb7,41.154812,-8.618787,12,PRT1
446,Cedro,BUS,CEDRO_1,58763b21-c432-48e1-8abf-f67581b6844e,41.249389,-8.661556,19,VCD8
447,CemitÃ©rio,BUS,CEMIT_1,bb56dc1b-a4ab-4520-ba4c-0e1af5775507,41.209391,-8.626034,5,MAI1
448,CemitÃ©rio Novo,BUS,CENOV_1,fc08576d-62eb-423f-808c-14ee835191c1,41.204168,-8.608535,5,MAI1
449,CemitÃ©rio Sta. Marinha,BUS,CEMAR_1,da870ca7-90d4-42e7-9561-80200cabe249,41.128889,-8.626722,23,VNG1
450,Central Seixo,BUS,CESEI_1,637d57dd-a908-4ea8-8510-3eb78988326a,41.191546,-8.630107,5,MAI1
451,Centro De SaÃºde Sra Hora,BUS,CESHO_1,3eacd993-19c4-44ae-ac3f-441f0f2fc2a2,41.191222,-8.658472,9,MTS1
452,Centro ReabilitaÃ§Ã£o Norte,BUS,CERNO_1,e7aa8312-18d4-4e45-a632-bc17f85cb36b,41.088378,-8.656117,26,VNG4
453,Centro SaÃºde,BUS,CESAU_1,c7deeb34-e853-4aef-9df7-fb8064879a20,41.218694,-8.588875,8,MAI4
454,Cerco Do Porto,BUS,CEPOR_1,2b292620-f1e8-4842-84ed-e14e53a4d3d5,41.16011,-8.570504,14,PRT3
455,Cerro,BUS,CERRO_1,eda1591c-70d3-4b7c-b722-eacb7d4ed068,41.106088,-8.661006,26,VNG4
456,Chancidro,BUS,CHANC_1,907bd6d4-6b51-42b4-8b79-b181469dd8ea,41.247851,-8.642251,6,MAI2
457,Chantre,BUS,CHANT_1,6e9266c6-d03a-4365-8de1-9aa1b3e08563,41.226575,-8.624253,5,MAI1
458,Chaves Oliveira,BUS,CHOLI_1,59054389-0baf-4f7c-93fe-b536243febc4,41.160789,-8.577674,14,PRT3
459,Choupelo,BUS,CHOUP_1,de3d539b-08c2-4b69-8dd7-30eb431f5b6a,41.132931,-8.612084,23,VNG1
460,ChÃ¢ncidro,BUS,CHANC_2,b395344a-9624-445b-b34a-483b328daad1,41.247782,-8.643018,6,MAI2
461,ChÃ£,BUS,CHA_1,f07225a7-1c8a-4baa-9684-d8ca5b112903,41.182233,-8.478137,22,VLG3
462,ChÃ£o Do Vale,BUS,CHVAL_1,15f5ae46-97db-4045-b8f5-57c2aeddad93,41.091642,-8.646185,26,VNG4
463,ChÃ£o Verde,BUS,CHVER_1,94736f4c-a629-43be-a66e-f5fefda49a14,41.172758,-8.556591,3,GDM1
464,ChÃ£os,BUS,CHAOS_1,3c57abe5-bbb3-4918-9e84-870c1333e217,41.210194,-8.538418,8,MAI4
465,ChÃ£s,BUS,CHAS_1,49e0130b-544e-4a43-9d4a-0791e1552703,41.142497,-8.641929,23,VNG1
466,Cintura Interna (Porto),BUS,CIINT_1,41b59258-f2ce-4946-bb85-d2e1ee81e416,41.172419,-8.626334,12,PRT1
467,Cintura Interna (Porto),BUS,CIINT_2,246ac6b4-c81b-47ee-bf69-abc08403bc84,41.173774,-8.613208,12,PRT1
468,CircunvalaÃ§Ã£o,BUS,CIRCU_1,86dbe1dd-c96c-4e4f-8e72-c223109f3271,41.183115,-8.646488,13,PRT2
469,Clube TÃ©nis Porto,BUS,CLTPO_1,071dd71d-2ad8-4d16-bee9-4e1f83d006ce,41.162028,-8.614109,12,PRT1
470,Codiceira,BUS,CODIC_1,7f6f8dfc-bfe4-44c7-a9d0-926f8531382c,41.245671,-8.513114,21,VLG2
471,Coelho Moreira,BUS,COMOR_1,99563441-9ce5-4f85-96f8-f7ef5e9b2559,41.098663,-8.628705,26,VNG4
472,CoimbrÃµes,BUS,COIMB_2,9655fb8b-61ff-4c6a-a8f9-43214ac3fdb0,41.124236,-8.631449,23,VNG1
473,CoimbrÃµes 1,BUS,COIMB_3,cf70d5c1-49ba-49ee-93a7-ec9078b7fcbf,41.123972,-8.630306,23,VNG1
474,Coliseu Do Porto,BUS,COPOR_1,5fe1d05a-4480-4093-99c4-22f7a6230873,41.146611,-8.604694,12,PRT1
475,Combatentes,BUS,COMBA_2,3785cec5-6e6c-4315-be27-a3f981cf7794,41.165015,-8.599322,12,PRT1
476,Combatentes G.guerra,BUS,COGUE_1,a6205ffa-ac8a-4c88-a2a4-8ba836452074,41.1435,-8.534278,3,GDM1
477,Combonianos,BUS,COMBO_1,18154a4f-caea-4459-9445-97dd839bc289,41.223044,-8.615113,5,MAI1
478,Comendador Ferreira  Matos,BUS,COFMA_1,c90272e1-1441-4432-87a0-ad1a178e4191,41.176944,-8.682972,9,MTS1
479,Complexo Municipal PedrouÃ§os,BUS,COMPE_1,e0c97831-a525-4bd2-ba38-78f01ef98080,41.189056,-8.584583,8,MAI4
480,Conde Ferreira (Porto),BUS,COFER_1,247f0197-9bec-4aef-867d-6e7779fd1f94,41.169672,-8.589207,14,PRT3
481,Conde Ferreira (Valongo),BUS,COFER_2,8677b375-9744-423c-bb6e-c2316a313067,41.190415,-8.506118,20,VLG1
482,Congostas,BUS,CONGO_1,351f2d8d-67c3-47c8-ad48-b9a94cd54a01,41.179945,-8.633959,13,PRT2
483,Cons.costa Aroso,BUS,COCAR_1,0d4e05ad-2a97-417e-baa2-ccdf013233de,41.23903,-8.633154,5,MAI1
484,Consolata,BUS,CONSO_1,016045c1-54b4-4dbf-9baf-03538e76b050,41.209397,-8.56504,8,MAI4
485,ConstituiÃ§Ã£o,BUS,CONST_1,f5b8ff3b-8bad-41bf-b32b-2f9a20d3affd,41.163643,-8.609334,12,PRT1
486,Continente (Matosinhos),BUS,CONTI_1,a3caabba-be64-4441-8288-1a3674cb9b40,41.17983,-8.65704,9,MTS1
487,Continente (Matosinhos),BUS,CONTI_2,cd1532ce-8f2d-4350-9ce4-49353fe419b6,41.184005,-8.663849,9,MTS1
488,Contumil (metro),BUS,CONTU_B_1,3cb15465-e42a-409a-b208-cb1afef83b18,41.165715,-8.579079,14,PRT3
489,Cordoaria,BUS,CORDO_1,a7ebe6e4-789a-4fac-921d-7180005c7ec1,41.145751,-8.615608,12,PRT1
490,Cordoaria Velha,BUS,COVEL_1,14d7c154-f86c-4b7f-8f7e-192c10e5ab25,41.147993,-8.65045,13,PRT2
491,Corga,BUS,CORGA_1,e8f87d50-d1a6-4dfc-953f-63e773008002,41.209754,-8.57516,8,MAI4
492,Corim,BUS,CORIM_1,72935fb2-adf2-4bb5-a1aa-38f7bca61e5e,41.20049,-8.57454,8,MAI4
493,Coriscos,BUS,CORIS_1,885bccd7-04aa-443c-8308-29a3093c019d,41.202874,-8.571969,8,MAI4
494,Correia Pinto,BUS,COPIN_1,f82f90a7-2aa6-4170-acdd-ac0da7634f12,41.168813,-8.658764,13,PRT2
495,Corujeira,BUS,CORUJ_1,9102961f-cff0-4f32-bf6f-8370d806d8e6,41.159352,-8.580863,14,PRT3
496,Costa Cabral,BUS,COCAB_1,f9dac7b6-0d2d-442d-8a11-782c761f86c3,41.168341,-8.592395,12,PRT1
497,Cotovias,BUS,COTOV_1,674dd024-3a31-4661-828b-935360df37db,41.180756,-8.636434,13,PRT2
498,Coutinho Azevedo,BUS,COAZE_1,9e13a540-6594-4013-9e26-76d91662172d,41.159332,-8.596994,12,PRT1
499,Covelo,BUS,COVEL_2,ebd5bbc7-19e9-4aa6-8f3e-263b2a25f241,41.165962,-8.606534,12,PRT1
500,CovilhÃ£,BUS,COVIL_1,1b053877-9d9b-401a-a3b4-28397372d1d3,41.152109,-8.510755,4,GDM2
501,Covina,BUS,COVIN_1,452a479d-4e0b-45b7-b09c-9a82181cd74e,41.209988,-8.530677,8,MAI4
502,Crasto (Gaia),BUS,CRAST_1,81ccc9ef-07f4-4cc1-a9d4-b4fbc74e967e,41.099402,-8.63723,26,VNG4
503,Crasto (Porto),BUS,CRAST_2,02234929-2357-47e2-a514-1e10413c8c09,41.157261,-8.681031,13,PRT2
504,Crespo,BUS,CRESP_1,a085d0ed-879b-48a6-97a8-7764638cdf88,41.192538,-8.579638,8,MAI4
505,Crestins (metro),BUS,CREST_2,572d2f2b-1b5b-4c1f-b9e2-ec944bad8280,41.231526,-8.65511,19,VCD8
506,Crestins (sta. Luzia),BUS,CREST_3,fd95b39c-8486-4007-ab1d-3549a665dce1,41.234811,-8.650635,5,MAI1
507,Cristo Rei,BUS,CRREI_1,40333c07-2972-4c75-a26a-61829c213463,41.159819,-8.666283,13,PRT2
508,CristovÃ£o Cernache,BUS,CRCER_1,5926cb7d-a511-4ca7-893f-ecede6104474,41.207706,-8.622693,5,MAI1
509,Cruz Vermelha,BUS,CRVER_1,db2d5541-f37c-442a-bd03-13b0a6d44816,41.160453,-8.624624,12,PRT1
510,Cruz. Guardeiras,BUS,CRGUA_1,7030905b-4886-4192-979c-d07a0f24904b,41.252479,-8.657839,19,VCD8
511,Cruzeiro,BUS,CRUZE_2,6d2bc1d9-c999-44e4-9e28-67d9104e2d10,41.213341,-8.554256,8,MAI4
512,Cruzeiro (guifÃµes),BUS,CRUZE_1,e2370dfb-6338-42f5-8cf6-0e6365161514,41.19717,-8.66808,9,MTS1
513,Curva Do 30,BUS,CU30_1,018b9ac1-6039-40a9-a902-98c6e6719981,41.155463,-8.514684,4,GDM2
514,CustiÃ³,BUS,CUSTI_2,c9f1deba-e478-4c36-b3bc-7a1fa1f831e3,41.22482,-8.63952,5,MAI1
515,CustiÃ³ (metro),BUS,CUSTI_3,6dec216b-539e-4fc3-a044-93512138ec45,41.222333,-8.638708,5,MAI1
516,CustÃ³ias,BUS,CUSTO_3,3755c71f-4918-45cd-a0ba-f5e997c5937f,41.202556,-8.642333,5,MAI1
517,CustÃ³ias (feira),BUS,CUSTO_4,444dcf12-f1cf-40bf-87e3-c85f88969308,41.202098,-8.644682,5,MAI1
518,CustÃ³ias (metro),BUS,CUSTO_2,77b7e3cc-4a07-4a34-8999-41b746c3a354,41.200234,-8.655366,5,MAI1
519,Cutamas,BUS,CUTAM_1,94bf618c-586e-4a70-8a8e-458c1adf0e09,41.190172,-8.59175,8,MAI4
520,CÃ¢mara De Gaia,BUS,CAGAI_2,e8ca6141-cd94-433d-b0f1-bc6ddb9f9b6b,41.13057,-8.606458,23,VNG1
521,CÃ¢mara De Valongo,BUS,CAVAL_1,1514797b-c04b-4c28-9d64-a175946fb622,41.191,-8.498389,20,VLG1
522,CÃ¢ndido Reis (metro),BUS,CAREI_2,76167312-a592-432b-b6f8-54295100d3e1,41.201212,-8.649783,5,MAI1
523,D. JoÃ£o Iv,BUS,JOIV_1,a0a7a339-0cd0-4e0e-b282-2fb318ba0ed8,41.148972,-8.601694,12,PRT1
524,D. Leonor,BUS,LEONO_1,11e80277-ffd7-4525-8526-c1a3437a6417,41.147081,-8.659993,13,PRT2
525,D. Manuel Ii,BUS,MAII_1,ded0c17d-42cc-4a2e-995d-04a75b06875a,41.236845,-8.608583,5,MAI1
526,D. Nuno A. Pereira,BUS,NUPER_1,35829cc1-34e7-4590-9f28-89a7bcec22bf,41.179112,-8.679328,9,MTS1
527,D.afonso Henriques (Porto),BUS,AFHEN_2,562c302c-dc3c-4a7c-8610-dc0efaee91d0,41.172538,-8.681536,13,PRT2
528,D.afonso Henriques (Valongo),BUS,AFHEN_1,2951305a-1364-4917-940b-b459126241f0,41.235731,-8.536591,21,VLG2
529,D.amÃ©lia,BUS,AMELI_1,25e7c8cd-bc1d-4716-9fb2-01ab1bb90211,41.157745,-8.598936,12,PRT1
530,D.dinis,BUS,DINIS_1,52339a10-c4c0-4bf7-8ddc-8fb74949f251,41.197913,-8.583509,8,MAI4
531,D.joÃ£o I,BUS,JOAO_1,469a30a4-8830-4b37-b504-a4c02f6fe02f,41.176722,-8.686806,9,MTS1
532,D.joÃ£o Ii (metro),BUS,JOII_2,d4f05d07-4f9a-4f10-a0a6-89bafdc58ecc,41.11986,-8.606015,23,VNG1
533,D.joÃ£o Iii,BUS,JOIII_1,32972576-48fe-4135-aae6-e4e9f4394433,41.157436,-8.660772,13,PRT2
534,D.pedro V (Gaia),BUS,PEDRO_1,1eeb307a-4432-478b-8937-7e0fa7769abb,41.12344,-8.60941,23,VNG1
535,D.pedro V (Porto),BUS,PEDRO_2,be934fc1-ce69-4dd3-98d1-f666d100ea76,41.150986,-8.629389,12,PRT1
536,Daniel SerrÃ£o,BUS,DASER_1,d7bf3fc9-259b-4b8f-8230-14569eca4c02,41.131711,-8.606939,23,VNG1
537,David Correia Da Silva,BUS,DACSI_1,047f70d3-6c2c-4c13-88ac-d30c2becba22,41.172461,-8.560329,8,MAI4
538,Devesas (Gaia),BUS,DEVES_1,5e14a1c7-7bf2-434c-b9f4-59f8a44981b7,41.129731,-8.618864,23,VNG1
539,Devesas (Gaia),BUS,DEVES_2,818c3d86-a13c-4124-b334-984d63087d58,41.125827,-8.618009,23,VNG1
540,Devesas (estaÃ§Ã£o),BUS,DEVES_3,bef0a70a-bfc5-40c8-b5d7-af93297182c0,41.129056,-8.619778,23,VNG1
541,Diogo BrandÃ£o,BUS,DIBRA_1,2ac9ddd0-b2f7-461d-9bc4-33df635b0acd,41.149593,-8.617603,12,PRT1
542,Diogo CÃ£o,BUS,DICAO_1,7b53d282-bc94-4543-8c62-49308ac83bf2,41.165133,-8.592381,12,PRT1
543,DionÃ­sio Santos Silva,BUS,DISSI_1,c21b4a8f-7eec-436a-9380-2ffb25e5866c,41.174919,-8.60686,14,PRT3
544,DispensÃ¡rio,BUS,DISPE_1,227b0d39-d6a2-4392-a49e-c9b1962237e8,41.129213,-8.614534,23,VNG1
545,Diu,BUS,DIU_1,079ffcba-d16e-4323-bbbd-d3c071865dab,41.153634,-8.675947,13,PRT2
546,Diu/teatro,BUS,DITEA_1,a4301289-dd76-4c8b-97a2-be276590e21c,41.153352,-8.676527,13,PRT2
547,Doze Casas,BUS,DOCAS_1,9324140a-9be8-441b-b9e7-d24500dc0ea5,41.158638,-8.604527,12,PRT1
548,Dr Domingos Bontempo,BUS,DOBON_1,10dac1e1-daf1-4835-91ec-cb992549e9fa,41.204834,-8.638115,5,MAI1
549,Dr. A. Costa Maia,BUS,COMAI_1,5df47eae-18ec-4ae2-bb86-62f2d11bda5d,41.245444,-8.664773,19,VCD8
550,Dr. Afonso Cordeiro,BUS,AFCOR_2,dd4e9ede-ed37-4687-926d-c77f7623334f,41.173591,-8.685495,13,PRT2
551,Dr. AmÃ©rico Costa,BUS,AMCOS_1,e64bfbc0-7fbc-4f8a-9a19-15fe15b62376,41.165253,-8.543529,3,GDM1
552,Dr. Barros (Maia),BUS,BARRO_3,1e014b9b-a4d6-4c29-84b6-cd7762b73b81,41.186143,-8.603557,5,MAI1
553,Dr. Barros (Maia),BUS,BARRO_4,e9fbb709-7b82-4f45-be4e-45e05aeb5308,41.189442,-8.601607,5,MAI1
554,Dr. Carlos Felgueiras,BUS,CAFEL_2,1ad93e2a-345b-4e06-bf8b-f3acca57d094,41.200564,-8.583269,8,MAI4
555,Dr. Costa Matos,BUS,COMAT_1,f76ca087-dbb3-4bad-bb05-ef29953b0982,41.125844,-8.62155,23,VNG1
556,Dr. Eduardo Santos Silva,BUS,EDSSI_1,3dd3bf49-bfb6-48fe-bd96-044510c16fbb,41.174596,-8.588001,14,PRT3
557,Dr.antÃ³nio Granjo,BUS,ANGRA_1,80ac6ddb-ef09-4188-b21b-3afe9552193e,41.135231,-8.625323,23,VNG1
558,Dr.barros,BUS,BARRO_5,e3e19ffc-0327-455e-8367-246713f92785,41.18919,-8.60128,5,MAI1
559,Dr.carlos Felgueiras,BUS,CAFEL_1,87d3446c-8b24-49ed-8eba-1fcd371c7509,41.2005,-8.583055,8,MAI4
560,Dr.porfÃ­rio Andrade,BUS,POAND_1,f9b9eeaa-fa83-45c5-8af9-3092e61b5057,41.18712,-8.55824,8,MAI4
561,Duque LoulÃ©,BUS,DULOU_1,47a0934d-ac87-4b51-bfe0-d14093bccb96,41.145532,-8.603616,12,PRT1
562,Duque Terceira,BUS,DUTER_1,3219332b-5621-4ca5-8663-51769871bb4f,41.145838,-8.598713,12,PRT1
563,E. Sec. G. Zarco,BUS,SEZAR_1,0e010726-2df3-4526-8d2c-cb197a97ac3b,41.17863,-8.67687,9,MTS1
564,Ecocaminho,BUS,ECOCA_1,ef463842-9177-4740-8a2d-8609860ecc76,41.231518,-8.63197,5,MAI1
565,Edif. Transparente,BUS,EDTRA_1,72a5a6cc-c86b-4257-a9b4-3309227b0ab0,41.171792,-8.687763,13,PRT2
566,Edp,BUS,EDP_1,c65ef5f9-c267-4e36-b693-0aae7d2bba90,41.145466,-8.57971,12,PRT1
567,Eirinhas,BUS,EIRIN_1,0d7fcb0a-9664-4369-b125-ed2f89a5f829,41.152202,-8.592239,12,PRT1
568,ElectrocerÃ¢mica,BUS,ELECT_1,600f9dc2-496a-4a26-b859-9621fffe5c1f,41.136611,-8.629667,23,VNG1
569,Elevador Guindais,BUS,ELGUI_1,a9b3cefd-026b-44c0-8bec-c77f83d02e20,41.141205,-8.6106,12,PRT1
570,EmÃ­dio Navarro,BUS,EMNAV_1,45a5b679-fe42-407e-b54f-d91b71a95dd3,41.193677,-8.492569,20,VLG1
571,Encosta Da ArrÃ¡bida,BUS,ENARR_1,58f23735-e382-42cd-bad9-d4a6713c6e8a,41.148252,-8.644825,13,PRT2
572,Eng. Ferreira Dias,BUS,ENFDI_1,bd9d700d-36a6-4ace-9d52-ee9b696cd4f6,41.170925,-8.6445,13,PRT2
573,Entre Cancelas,BUS,ENCAN_1,2eec8481-b645-49ae-9c16-e3f4485cd9b5,41.181792,-8.532361,3,GDM1
574,Entre Quintas,BUS,ENQUI_1,16c1a067-28bb-4133-84d2-47a50a6b7c84,41.145613,-8.628656,12,PRT1
575,EnxinhÃ£es,BUS,ENXIN_1,42bc6b01-14aa-4051-a8d3-b2a430ebece8,41.222237,-8.598944,5,MAI1
576,Enxurreiras,BUS,ENXUR_1,1d05a728-b77e-4f40-9016-d60dfa7d857e,41.179954,-8.588403,14,PRT3
577,Ermesinde (estaÃ§Ã£o),BUS,ERMES_2,24c9b52e-932d-4e3d-bdab-91a5d6f168e9,41.216633,-8.553656,8,MAI4
578,Ermesinde (forum),BUS,ERMES_3,ceb4b344-f588-46cd-9d9a-ee62af744a45,41.215817,-8.552795,8,MAI4
579,Ermesinde (igreja),BUS,ERMES_4,d5ede261-cbe0-4b52-b0c9-acef176d6a82,41.219113,-8.553092,8,MAI4
580,Ermesinde - B. V.,BUS,ERMES_1,0a96707f-a74a-4567-a63c-2bda761022ed,41.217126,-8.551137,8,MAI4
581,Ermida,BUS,ERMID_1,a6e7615d-f0d0-4e25-a1d5-8eb7f0d437ec,41.222238,-8.540711,8,MAI4
582,Esc. AurÃ©lia Sousa,BUS,ESASO_1,0ab2a840-f38b-4ae7-9390-aecdefbc529c,41.160422,-8.600584,12,PRT1
583,Esc. Sec. Boa Nova,BUS,ESBN_1,061ae424-3e85-405c-963b-77198a193ccc,41.193147,-8.700805,10,MTS2
584,Esc. Sup. EducaÃ§Ã£o,BUS,ESSED_1,62a7142c-9973-4527-a777-51fe2c4bcad5,41.181009,-8.597751,14,PRT3
585,Esc.sec.abel Salazar,BUS,ESAS_1,8eafd4d3-fc35-452d-b1ad-d8cc8f4b462b,41.1974,-8.605437,5,MAI1
586,Esc.sec.de Rio Tinto,BUS,ESRT_1,4f3290ce-93ce-4d6f-b200-7df6bf6e2dca,41.175292,-8.54915,8,MAI4
587,Esc.soares Dos Reis,BUS,ESSRE_1,59ca6a59-e324-4fad-9827-3018a204a76c,41.157715,-8.59383,12,PRT1
588,Escarpa Serra  Pilar,BUS,ESSPI_1,87a353c0-7f21-4586-b5fe-3923f5692489,41.13765,-8.601405,23,VNG1
589,Escarpa Serra Pilar,BUS,ESSPI_2,06301290-6938-426a-b80a-e58aa9c6f50b,41.137594,-8.601156,23,VNG1
590,Escola Da PÃ­cua,BUS,ESPIC_1,725e4c7d-eb37-40b0-8679-a54258ec3fbc,41.20406,-8.568114,8,MAI4
591,Escola IrmÃ£os Passos,BUS,ESIPA_1,76e62f07-1e17-4c63-a164-0141246e52cc,41.197778,-8.66075,9,MTS1
592,Escola Normal,BUS,ESNOR_1,196b09fb-e3d1-463c-bdaa-9a9124591478,41.155437,-8.602653,12,PRT1
593,Escola Superior SaÃºde,BUS,ESSSA_1,d60bb9fb-fe7a-4351-9a5e-275b3d0f01f1,41.178029,-8.605918,14,PRT3
594,Escolas,BUS,ESCOL_1,62f43384-1fbb-42cc-bd20-121a7f5b2a7d,41.164159,-8.570436,14,PRT3
595,Espido,BUS,ESPID_1,f238056f-f654-4656-b58e-36a37d1372e4,41.234662,-8.638065,5,MAI1
596,Espinheiro,BUS,ESPIN_1,df1442ce-1d2c-4bcd-88b7-2c1bb629d0da,41.129219,-8.64348,27,VNG5
597,Est Prisional De Custoias,BUS,ESPCU_1,74e533e7-3290-4bdc-a836-d00312b42410,41.2065,-8.636583,5,MAI1
598,Est. S.bento,BUS,ESBEN_2,8efe4f27-4284-4f2c-ad62-f53c2c584bcb,41.144778,-8.611333,12,PRT1
599,Est.s.bento,BUS,ESBEN_1,d6bf60b0-033a-48f0-9fa0-ef59cbfa3bff,41.144628,-8.610812,12,PRT1
600,Estamparia Lavadores,BUS,ESLAV_1,dcb6ee94-b180-41b0-b762-d752f60599da,41.131537,-8.665301,27,VNG5
601,Estivada,BUS,ESTIV_1,680ef723-734c-4746-af1e-151798e13afc,41.159744,-8.525379,3,GDM1
602,Estr. D. Miguel,BUS,ESMIG_1,4ca13c6e-3a86-479b-808f-95f4b12bb366,41.191056,-8.521791,3,GDM1
603,Estr.nacional 109,BUS,ESN10_1,42370bf6-0a65-4214-b552-b09cdecfff61,41.094856,-8.629422,26,VNG4
604,Estrada Nova,BUS,ESNOV_1,267fb027-a71e-41ad-88d9-f60e9f368f11,41.181303,-8.567868,8,MAI4
605,EstÃ¡dio Do DragÃ£o,BUS,ESDRA_2,2b2147bb-86aa-4737-985a-a82b539ab6d7,41.15987,-8.583079,12,PRT1
606,Ezequiel Campos (Maia),BUS,EZCAM_2,a5994569-ac42-4d05-bd49-72cc9e3f4b55,41.210564,-8.628834,5,MAI1
607,Ezequiel Campos (Porto),BUS,EZCAM_1,100c415f-7c6e-4187-81ef-136b391b7356,41.174425,-8.653924,13,PRT2
608,EÃ§a De Queiros,BUS,ECQUE_1,3a714ceb-e521-4c73-99dd-4cbae7a6fd6d,41.169138,-8.566727,14,PRT3
609,EÃ§a QueirÃ³s,BUS,ECQUE_2,493dbda2-131f-4cb4-8e6a-5ad20ea5646b,41.249603,-8.665752,19,VCD8
610,Faculdade Arquitetura,BUS,FAARQ_1,225fb35e-d8c0-46d8-9571-eff51f604a1c,41.15025,-8.637667,12,PRT1
611,Faculdade De CiÃªncias,BUS,FACIE_1,38fe0982-3ee4-4fa9-a9da-13bb3173fc7c,41.153726,-8.641172,12,PRT1
