id,arrival_time,departure_time,sequence,stop_id,route_id
SER_624b_180_8,17:46:18,17:46:18,8,180,SER_624b
SER_624b_287_9,17:51:43,17:51:43,9,287,SER_624b
SER_624b_2342_10,17:53:30,17:53:30,10,2342,SER_624b
SER_624b_365_11,17:54:52,17:54:52,11,365,SER_624b
SER_624b_2304_12,17:55:42,17:55:42,12,2304,SER_624b
SER_624b_2131_13,17:56:56,17:56:56,13,2131,SER_624b
SER_624b_316_14,17:59:14,17:59:14,14,316,SER_624b
SER_624b_3865_15,18:01:55,18:01:55,15,3865,SER_624b
SER_624b_4151_16,18:03:33,18:03:33,16,4151,SER_624b
SER_624b_3265_17,18:04:29,18:04:29,17,3265,SER_624b
SER_624b_503_18,18:07:10,18:07:10,18,503,SER_624b
SER_624b_1801_19,18:08:08,18:08:08,19,1801,SER_624b
SER_624b_26_20,18:09:48,18:09:48,20,26,SER_624b
SER_624b_2781_21,18:10:25,18:10:25,21,2781,SER_624b
SER_624b_4617_22,18:12:14,18:12:14,22,4617,SER_624b
SER_624b_173_23,18:13:44,18:13:44,23,173,SER_624b
SER_624b_4591_24,18:15:02,18:15:02,24,4591,SER_624b
SER_624b_4594_25,18:16:30,18:16:30,25,4594,SER_624b
SER_624b_4233_26,18:27:55,18:27:55,26,4233,SER_624b
SER_624b_3822_27,18:28:57,18:28:57,27,3822,SER_624b
SER_624b_2084_28,18:32:39,18:32:39,28,2084,SER_624b
SER_624b_2067_29,18:35:28,18:35:28,29,2067,SER_624b
SER_624b_3502_30,18:37:53,18:37:53,30,3502,SER_624b
SER_624b_1750_31,18:39:27,18:39:27,31,1750,SER_624b
SER_624b_2282_32,18:40:10,18:40:10,32,2282,SER_624b
SER_624b_681_33,18:41:27,18:41:27,33,681,SER_624b
SER_624b_2729_34,18:43:23,18:43:23,34,2729,SER_624b
SER_624b_1560_35,18:44:20,18:44:20,35,1560,SER_624b
SER_624b_3058_36,18:45:16,18:45:16,36,3058,SER_624b
SER_624b_2853_37,18:46:24,18:46:24,37,2853,SER_624b
SER_624b_3375_38,18:47:29,18:47:29,38,3375,SER_624b
SER_624b_1823_39,18:50:06,18:50:06,39,1823,SER_624b
SER_624b_4365_40,18:51:25,18:51:25,40,4365,SER_624b
SER_624b_423_41,18:51:52,18:51:52,41,423,SER_624b
SER_624b_4236_42,18:54:16,18:54:16,42,4236,SER_624b
SER_624b_4417_43,18:54:51,18:54:51,43,4417,SER_624b
SER_624b_222_44,18:55:37,18:55:37,44,222,SER_624b
SER_624b_133_45,18:56:11,18:56:11,45,133,SER_624b
SER_624b_676_46,18:57:51,18:57:51,46,676,SER_624b
SER_624b_2235_47,18:59:50,18:59:50,47,2235,SER_624b
SER_624b_451_48,19:01:02,19:01:02,48,451,SER_624b
SER_624b_1144_49,19:01:41,19:01:41,49,1144,SER_624b
SER_624b_4056_50,19:02:54,19:02:54,50,4056,SER_624b
SER_624b_4479_51,19:03:42,19:03:42,51,4479,SER_624b
SER_624b_1720_52,19:04:23,19:04:23,52,1720,SER_624b
SER_624b_4020_53,19:07:06,19:07:06,53,4020,SER_624b
SER_624b_1217_54,19:08:00,19:08:00,54,1217,SER_624b
SER_624b_3514_55,19:09:45,19:09:45,55,3514,SER_624b
SER_624b_149_56,19:12:29,19:12:29,56,149,SER_624b
SER_624b_2327_57,19:13:22,19:13:22,57,2327,SER_624b
SER_624b_709_58,19:14:21,19:14:21,58,709,SER_624b
SER_624b_3030_59,19:15:29,19:15:29,59,3030,SER_624b
SER_624b_1230_60,19:17:24,19:17:24,60,1230,SER_624b
SER_624b_597_61,19:18:41,19:18:41,61,597,SER_624b
SER_624b_4179_62,19:19:42,19:19:42,62,4179,SER_624b
SER_624b_697_63,19:21:13,19:21:13,63,697,SER_624b
SER_624b_2631_64,19:24:29,19:24:29,64,2631,SER_624b
SER_624b_3179_65,19:25:46,19:25:46,65,3179,SER_624b
SER_624b_3556_66,19:29:00,19:29:00,66,3556,SER_624b
SER_624b_192_67,19:31:33,19:31:33,67,192,SER_624b
SER_624b_2061_68,19:32:27,19:32:27,68,2061,SER_624b
SER_624b_932_69,19:33:39,19:33:39,69,932,SER_624b
SER_624b_2441_70,19:34:55,19:34:55,70,2441,SER_624b
SER_624b_324_71,19:36:12,19:36:12,71,324,SER_624b
SER_624b_330_72,19:40:17,19:40:17,72,330,SER_624b
SER_624b_2701_73,19:41:16,19:41:16,73,2701,SER_624b
SER_624b_2427_74,19:41:59,19:41:59,74,2427,SER_624b
SER_624b_2659_75,19:45:26,19:45:26,75,2659,SER_624b
SER_62a0_1715_0,08:56:29,08:56:29,0,1715,SER_62a0
SER_62a0_3957_1,08:58:26,08:58:26,1,3957,SER_62a0
SER_62a0_1498_2,08:59:30,08:59:30,2,1498,SER_62a0
SER_62a0_2316_3,09:00:00,09:00:00,3,2316,SER_62a0
SER_62a0_205_4,09:01:50,09:01:50,4,205,SER_62a0
SER_62a0_4782_5,09:03:39,09:03:39,5,4782,SER_62a0
SER_62a0_254_6,09:04:22,09:04:22,6,254,SER_62a0
SER_62a0_2060_7,09:05:12,09:05:12,7,2060,SER_62a0
SER_62a0_4254_8,09:05:37,09:05:37,8,4254,SER_62a0
SER_62a0_1165_9,09:08:50,09:08:50,9,1165,SER_62a0
SER_62a0_366_10,09:09:50,09:09:50,10,366,SER_62a0
SER_62a0_419_11,09:15:08,09:15:08,11,419,SER_62a0
SER_62a0_3986_12,09:18:10,09:18:10,12,3986,SER_62a0
SER_62a0_147_13,09:18:52,09:18:52,13,147,SER_62a0
SER_62a0_266_14,09:20:34,09:20:34,14,266,SER_62a0
SER_62a0_3724_15,09:22:13,09:22:13,15,3724,SER_62a0
SER_62a0_3730_16,09:23:25,09:23:25,16,3730,SER_62a0
SER_62a0_93_17,09:24:29,09:24:29,17,93,SER_62a0
SER_62a0_3186_18,09:25:43,09:25:43,18,3186,SER_62a0
SER_62a0_1883_19,09:27:14,09:27:14,19,1883,SER_62a0
SER_62a0_3181_20,09:28:50,09:28:50,20,3181,SER_62a0
SER_62f7_3070_0,13:41:46,13:41:46,0,3070,SER_62f7
SER_62f7_4664_1,13:43:04,13:43:04,1,4664,SER_62f7
SER_62f7_2343_2,13:44:29,13:44:29,2,2343,SER_62f7
SER_62f7_2986_3,13:45:59,13:45:59,3,2986,SER_62f7
SER_62f7_4598_4,13:47:11,13:47:11,4,4598,SER_62f7
SER_62f7_4396_5,13:48:08,13:48:08,5,4396,SER_62f7
SER_62f7_2693_6,13:49:38,13:49:38,6,2693,SER_62f7
SER_62f7_3176_7,13:52:43,13:52:43,7,3176,SER_62f7
SER_62f7_3393_8,13:54:12,13:54:12,8,3393,SER_62f7
SER_62f7_2081_9,13:55:55,13:55:55,9,2081,SER_62f7
SER_62f7_3025_10,13:56:52,13:56:52,10,3025,SER_62f7
SER_62f7_3045_11,13:57:58,13:57:58,11,3045,SER_62f7
SER_62f7_851_12,13:59:26,13:59:26,12,851,SER_62f7
SER_62f7_1149_13,14:00:13,14:00:13,13,1149,SER_62f7
SER_62f7_3851_14,14:01:40,14:01:40,14,3851,SER_62f7
SER_62f7_659_15,14:03:43,14:03:43,15,659,SER_62f7
SER_62f7_2581_16,14:05:41,14:05:41,16,2581,SER_62f7
SER_62f7_4597_17,14:07:33,14:07:33,17,4597,SER_62f7
SER_62f7_145_18,14:08:52,14:08:52,18,145,SER_62f7
SER_62f7_4307_19,14:10:10,14:10:10,19,4307,SER_62f7
SER_62f7_3709_20,14:11:18,14:11:18,20,3709,SER_62f7
SER_63b9_4253_0,06:45:56,06:45:56,0,4253,SER_63b9
SER_63b9_36_1,06:48:00,06:48:00,1,36,SER_63b9
SER_63b9_2980_2,06:50:17,06:50:17,2,2980,SER_63b9
SER_63b9_2263_3,06:51:16,06:51:16,3,2263,SER_63b9
SER_63b9_3081_4,06:52:36,06:52:36,4,3081,SER_63b9
SER_63b9_1082_5,06:54:09,06:54:09,5,1082,SER_63b9
SER_63b9_27_6,06:56:38,06:56:38,6,27,SER_63b9
SER_63b9_3043_7,06:59:13,06:59:13,7,3043,SER_63b9
SER_63b9_3710_8,07:00:30,07:00:30,8,3710,SER_63b9
SER_63b9_3575_9,07:01:51,07:01:51,9,3575,SER_63b9
SER_63b9_3685_10,07:05:36,07:05:36,10,3685,SER_63b9
SER_63b9_2432_11,07:08:12,07:08:12,11,2432,SER_63b9
SER_63b9_2969_12,07:10:05,07:10:05,12,2969,SER_63b9
SER_63b9_342_13,07:12:22,07:12:22,13,342,SER_63b9
SER_63b9_215_14,07:14:23,07:14:23,14,215,SER_63b9
SER_63b9_1746_15,07:16:12,07:16:12,15,1746,SER_63b9
SER_63b9_4514_16,07:18:18,07:18:18,16,4514,SER_63b9
SER_63b9_1212_17,07:19:30,07:19:30,17,1212,SER_63b9
SER_63b9_4112_18,07:20:25,07:20:25,18,4112,SER_63b9
SER_63b9_4027_19,07:22:37,07:22:37,19,4027,SER_63b9
SER_63b9_1768_20,07:24:15,07:24:15,20,1768,SER_63b9
SER_63b9_3287_21,07:26:09,07:26:09,21,3287,SER_63b9
SER_63b9_909_22,07:28:11,07:28:11,22,909,SER_63b9
SER_63b9_3533_23,07:30:26,07:30:26,23,3533,SER_63b9
SER_63b9_4502_24,07:33:05,07:33:05,24,4502,SER_63b9
SER_63b9_4676_25,07:48:32,07:48:32,25,4676,SER_63b9
SER_63b9_2285_26,08:24:28,08:24:28,26,2285,SER_63b9
SER_64c1_2517_0,07:08:14,07:08:14,0,2517,SER_64c1
SER_64c1_35_1,07:11:32,07:11:32,1,35,SER_64c1
SER_64c1_2515_2,07:12:29,07:12:29,2,2515,SER_64c1
SER_64c1_46_3,07:14:35,07:14:35,3,46,SER_64c1
SER_64c1_2383_4,07:30:13,07:30:13,4,2383,SER_64c1
SER_64c1_4147_5,07:32:19,07:32:19,5,4147,SER_64c1
SER_64c1_370_6,07:33:30,07:33:30,6,370,SER_64c1
SER_64c1_3908_7,07:35:00,07:35:00,7,3908,SER_64c1
SER_64c1_3985_8,07:39:21,07:39:21,8,3985,SER_64c1
SER_64c1_2704_9,07:41:03,07:41:03,9,2704,SER_64c1
SER_64c1_819_10,07:49:24,07:49:24,10,819,SER_64c1
SER_64c1_3511_11,07:54:14,07:54:14,11,3511,SER_64c1
SER_64c1_3526_12,07:57:53,07:57:53,12,3526,SER_64c1
SER_64c1_2143_13,07:59:17,07:59:17,13,2143,SER_64c1
SER_64c1_1587_14,08:13:03,08:13:03,14,1587,SER_64c1
SER_64c1_1972_15,08:15:17,08:15:17,15,1972,SER_64c1
SER_64c1_1413_16,08:17:01,08:17:01,16,1413,SER_64c1
SER_64c1_1118_17,08:19:18,08:19:18,17,1118,SER_64c1
SER_64c1_3651_18,08:25:06,08:25:06,18,3651,SER_64c1
SER_64c1_1614_19,08:26:17,08:26:17,19,1614,SER_64c1
SER_64c1_1277_20,08:33:37,08:33:37,20,1277,SER_64c1
SER_6706_958_0,07:04:06,07:04:06,0,958,SER_6706
SER_6706_4271_1,07:07:05,07:07:05,1,4271,SER_6706
SER_6706_2505_2,07:07:57,07:07:57,2,2505,SER_6706
SER_6706_525_3,07:10:17,07:10:17,3,525,SER_6706
SER_6706_2031_4,07:13:12,07:13:12,4,2031,SER_6706
SER_6706_881_5,07:14:41,07:14:41,5,881,SER_6706
SER_6706_777_6,07:15:35,07:15:35,6,777,SER_6706
SER_6706_2379_7,07:17:44,07:17:44,7,2379,SER_6706
SER_6706_1368_8,07:18:48,07:18:48,8,1368,SER_6706
SER_6706_4238_9,07:21:06,07:21:06,9,4238,SER_6706
SER_6706_3840_10,07:23:02,07:23:02,10,3840,SER_6706
SER_6706_4359_11,07:26:06,07:26:06,11,4359,SER_6706
SER_6706_3697_12,07:28:52,07:28:52,12,3697,SER_6706
SER_6706_3866_13,07:38:49,07:38:49,13,3866,SER_6706
SER_6706_3610_14,07:40:39,07:40:39,14,3610,SER_6706
SER_6706_952_15,07:42:43,07:42:43,15,952,SER_6706
SER_6706_1638_16,07:46:13,07:46:13,16,1638,SER_6706
SER_6706_849_17,07:48:24,07:48:24,17,849,SER_6706
SER_6706_4146_18,07:49:12,07:49:12,18,4146,SER_6706
SER_6706_4641_19,07:50:30,07:50:30,19,4641,SER_6706
SER_6706_553_20,07:51:57,07:51:57,20,553,SER_6706
SER_6706_2318_21,07:54:55,07:54:55,21,2318,SER_6706
SER_6706_3040_22,07:56:19,07:56:19,22,3040,SER_6706
SER_6706_3325_23,07:58:31,07:58:31,23,3325,SER_6706
SER_6706_47_24,08:10:19,08:10:19,24,47,SER_6706
SER_6706_3430_25,08:12:00,08:12:00,25,3430,SER_6706
SER_6706_1616_26,08:15:35,08:15:35,26,1616,SER_6706
SER_6706_890_27,08:18:45,08:18:45,27,890,SER_6706
SER_6706_1966_28,08:21:08,08:21:08,28,1966,SER_6706
SER_6706_1123_29,08:25:06,08:25:06,29,1123,SER_6706
SER_6706_2017_30,08:26:21,08:26:21,30,2017,SER_6706
SER_6706_2841_31,08:34:47,08:34:47,31,2841,SER_6706
SER_6706_2582_32,08:37:00,08:37:00,32,2582,SER_6706
SER_6706_102_33,08:39:05,08:39:05,33,102,SER_6706
SER_6706_2926_34,08:42:47,08:42:47,34,2926,SER_6706
SER_6706_4612_35,08:46:15,08:46:15,35,4612,SER_6706
SER_6706_4009_36,08:47:07,08:47:07,36,4009,SER_6706
SER_6706_3782_37,08:48:51,08:48:51,37,3782,SER_6706
SER_6706_198_38,08:51:33,08:51:33,38,198,SER_6706
SER_6706_4213_39,08:53:18,08:53:18,39,4213,SER_6706
SER_6706_2298_40,08:55:38,08:55:38,40,2298,SER_6706
SER_6706_3611_41,08:56:32,08:56:32,41,3611,SER_6706
SER_6706_4066_42,09:01:28,09:01:28,42,4066,SER_6706
SER_6706_4253_43,09:02:43,09:02:43,43,4253,SER_6706
SER_6706_2450_44,09:04:44,09:04:44,44,2450,SER_6706
SER_6706_2957_45,09:05:59,09:05:59,45,2957,SER_6706
SER_6706_851_46,09:06:23,09:06:23,46,851,SER_6706
SER_6706_1149_47,09:07:55,09:07:55,47,1149,SER_6706
SER_6706_1744_48,09:08:24,09:08:24,48,1744,SER_6706
SER_6706_2018_49,09:10:03,09:10:03,49,2018,SER_6706
SER_6706_24_50,09:11:32,09:11:32,50,24,SER_6706
SER_6706_3979_51,09:13:38,09:13:38,51,3979,SER_6706
SER_6706_194_52,09:14:38,09:14:38,52,194,SER_6706
SER_6706_884_53,09:16:38,09:16:38,53,884,SER_6706
SER_67b1_5004_0,22:46:16,22:46:16,0,5004,SER_67b1
SER_67b1_4541_1,22:49:01,22:49:01,1,4541,SER_67b1
SER_67b1_2989_2,22:53:52,22:53:52,2,2989,SER_67b1
SER_67b1_1230_3,22:54:24,22:54:24,3,1230,SER_67b1
SER_67b1_597_4,22:54:58,22:54:58,4,597,SER_67b1
SER_67b1_4179_5,22:56:08,22:56:08,5,4179,SER_67b1
SER_67b1_697_6,22:57:43,22:57:43,6,697,SER_67b1
SER_67b1_427_7,22:58:47,22:58:47,7,427,SER_67b1
SER_67b1_872_8,22:59:48,22:59:48,8,872,SER_67b1
SER_67b1_3879_9,23:02:48,23:02:48,9,3879,SER_67b1
SER_67b1_4947_10,23:03:17,23:03:17,10,4947,SER_67b1
SER_67b1_379_11,23:04:37,23:04:37,11,379,SER_67b1
SER_67b1_4243_12,23:06:02,23:06:02,12,4243,SER_67b1
SER_67b1_3818_13,23:06:45,23:06:45,13,3818,SER_67b1
SER_67b1_4550_14,23:07:07,23:07:07,14,4550,SER_67b1
SER_67b1_3980_15,23:17:54,23:17:54,15,3980,SER_67b1
SER_67b1_2659_16,23:18:21,23:18:21,16,2659,SER_67b1
SER_67b1_764_17,23:24:09,23:24:09,17,764,SER_67b1
SER_67b1_1704_18,23:26:37,23:26:37,18,1704,SER_67b1
SER_67b1_1320_19,23:29:38,23:29:38,19,1320,SER_67b1
SER_67c9_3728_0,07:08:31,07:08:31,0,3728,SER_67c9
SER_67c9_3263_1,07:14:51,07:14:51,1,3263,SER_67c9
SER_67c9_1151_2,07:39:47,07:39:47,2,1151,SER_67c9
SER_67c9_1742_3,07:43:45,07:43:45,3,1742,SER_67c9
SER_67c9_4033_4,07:44:27,07:44:27,4,4033,SER_67c9
SER_67c9_4182_5,07:46:36,07:46:36,5,4182,SER_67c9
SER_67c9_4500_6,07:48:26,07:48:26,6,4500,SER_67c9
SER_67c9_2210_7,07:50:36,07:50:36,7,2210,SER_67c9
SER_67c9_3959_8,07:51:45,07:51:45,8,3959,SER_67c9
SER_67c9_746_9,07:52:52,07:52:52,9,746,SER_67c9
SER_67c9_2270_10,07:54:01,07:54:01,10,2270,SER_67c9
SER_67c9_3388_11,07:55:34,07:55:34,11,3388,SER_67c9
SER_67c9_1029_12,07:56:27,07:56:27,12,1029,SER_67c9
SER_67c9_4485_13,07:57:29,07:57:29,13,4485,SER_67c9
SER_67c9_4152_14,07:58:13,07:58:13,14,4152,SER_67c9
SER_67c9_338_15,08:00:54,08:00:54,15,338,SER_67c9
SER_67c9_4281_16,08:03:42,08:03:42,16,4281,SER_67c9
SER_67c9_278_17,08:04:48,08:04:48,17,278,SER_67c9
SER_67c9_3596_18,08:05:34,08:05:34,18,3596,SER_67c9
SER_67c9_1103_19,08:07:16,08:07:16,19,1103,SER_67c9
SER_67c9_2840_20,08:08:20,08:08:20,20,2840,SER_67c9
SER_67c9_3427_21,08:09:29,08:09:29,21,3427,SER_67c9
SER_67c9_954_22,08:11:27,08:11:27,22,954,SER_67c9
SER_67e6_3070_0,12:16:59,12:16:59,0,3070,SER_67e6
SER_67e6_1368_1,12:18:46,12:18:46,1,1368,SER_67e6
SER_67e6_3846_2,12:20:30,12:20:30,2,3846,SER_67e6
SER_67e6_2980_3,12:22:25,12:22:25,3,2980,SER_67e6
SER_67e6_2263_4,12:23:12,12:23:12,4,2263,SER_67e6
SER_67e6_3081_5,12:24:05,12:24:05,5,3081,SER_67e6
SER_67e6_2977_6,12:27:24,12:27:24,6,2977,SER_67e6
SER_67e6_2018_7,12:28:17,12:28:17,7,2018,SER_67e6
SER_67e6_3105_8,12:30:03,12:30:03,8,3105,SER_67e6
SER_67e6_1078_9,12:31:43,12:31:43,9,1078,SER_67e6
SER_67e6_429_10,12:32:45,12:32:45,10,429,SER_67e6
SER_67e6_3063_11,12:33:22,12:33:22,11,3063,SER_67e6
SER_67e6_1882_12,12:34:56,12:34:56,12,1882,SER_67e6
SER_67e6_4616_13,12:36:03,12:36:03,13,4616,SER_67e6
SER_67e6_74_14,12:37:49,12:37:49,14,74,SER_67e6
SER_67e6_3365_15,12:38:30,12:38:30,15,3365,SER_67e6
SER_67e6_3323_16,12:40:02,12:40:02,16,3323,SER_67e6
SER_67e6_497_17,12:41:38,12:41:38,17,497,SER_67e6
SER_67e6_2541_18,12:42:34,12:42:34,18,2541,SER_67e6
SER_67e6_298_19,12:43:34,12:43:34,19,298,SER_67e6
SER_67e6_2371_20,12:44:15,12:44:15,20,2371,SER_67e6
SER_67e6_2579_21,12:45:17,12:45:17,21,2579,SER_67e6
SER_67e6_244_22,12:46:00,12:46:00,22,244,SER_67e6
SER_67e6_881_23,12:46:46,12:46:46,23,881,SER_67e6
SER_67e6_515_24,12:47:41,12:47:41,24,515,SER_67e6
SER_67e6_853_25,12:48:37,12:48:37,25,853,SER_67e6
SER_67e6_2081_26,12:50:19,12:50:19,26,2081,SER_67e6
SER_67e6_3025_27,12:51:04,12:51:04,27,3025,SER_67e6
SER_67e6_3045_28,12:51:49,12:51:49,28,3045,SER_67e6
SER_67e6_86_29,13:24:45,13:24:45,29,86,SER_67e6
SER_684f_2877_0,07:06:08,07:06:08,0,2877,SER_684f
SER_684f_2659_1,07:19:46,07:19:46,1,2659,SER_684f
SER_684f_2449_2,07:23:42,07:23:42,2,2449,SER_684f
SER_684f_3588_3,07:25:45,07:25:45,3,3588,SER_684f
SER_684f_496_4,07:26:11,07:26:11,4,496,SER_684f
SER_684f_1407_5,07:26:44,07:26:44,5,1407,SER_684f
SER_684f_4291_6,07:27:57,07:27:57,6,4291,SER_684f
SER_684f_3076_7,07:30:36,07:30:36,7,3076,SER_684f
SER_684f_675_8,07:32:21,07:32:21,8,675,SER_684f
SER_684f_2923_9,07:34:17,07:34:17,9,2923,SER_684f
SER_684f_3531_10,07:36:51,07:36:51,10,3531,SER_684f
SER_684f_4463_11,07:39:40,07:39:40,11,4463,SER_684f
SER_684f_4240_12,07:43:11,07:43:11,12,4240,SER_684f
SER_684f_2167_13,07:45:31,07:45:31,13,2167,SER_684f
SER_684f_3047_14,07:46:02,07:46:02,14,3047,SER_684f
SER_684f_1274_15,07:46:48,07:46:48,15,1274,SER_684f
SER_684f_989_16,07:47:43,07:47:43,16,989,SER_684f
SER_684f_1392_17,07:48:12,07:48:12,17,1392,SER_684f
SER_684f_3286_18,07:49:15,07:49:15,18,3286,SER_684f
SER_684f_3815_19,07:49:18,07:49:18,19,3815,SER_684f
SER_684f_1265_20,07:49:49,07:49:49,20,1265,SER_684f
SER_684f_4117_21,07:51:40,07:51:40,21,4117,SER_684f
SER_684f_4778_22,07:54:10,07:54:10,22,4778,SER_684f
SER_684f_13_23,07:54:19,07:54:19,23,13,SER_684f
SER_684f_2603_24,07:57:24,07:57:24,24,2603,SER_684f
SER_684f_1437_25,07:57:30,07:57:30,25,1437,SER_684f
SER_684f_1517_26,07:59:54,07:59:54,26,1517,SER_684f
SER_684f_1480_27,08:04:30,08:04:30,27,1480,SER_684f
SER_684f_4080_28,08:05:11,08:05:11,28,4080,SER_684f
SER_684f_601_29,08:06:03,08:06:03,29,601,SER_684f
SER_684f_2364_30,08:07:56,08:07:56,30,2364,SER_684f
SER_684f_2404_31,08:08:53,08:08:53,31,2404,SER_684f
SER_684f_978_32,08:09:48,08:09:48,32,978,SER_684f
SER_684f_2697_33,08:10:40,08:10:40,33,2697,SER_684f
SER_684f_1779_34,08:11:28,08:11:28,34,1779,SER_684f
SER_684f_3814_35,08:11:50,08:11:50,35,3814,SER_684f
SER_684f_2830_36,08:12:46,08:12:46,36,2830,SER_684f
SER_684f_544_37,08:14:32,08:14:32,37,544,SER_684f
SER_684f_2508_38,08:18:39,08:18:39,38,2508,SER_684f
SER_684f_2413_39,08:19:20,08:19:20,39,2413,SER_684f
SER_684f_2742_40,09:10:35,09:10:35,40,2742,SER_684f
SER_684f_810_41,09:11:32,09:11:32,41,810,SER_684f
SER_6851_664_0,06:22:23,06:22:23,0,664,SER_6851
SER_6851_1927_1,07:13:31,07:13:31,1,1927,SER_6851
SER_6851_4013_2,07:17:56,07:17:56,2,4013,SER_6851
SER_6851_1949_3,07:22:37,07:22:37,3,1949,SER_6851
SER_6851_1060_4,07:24:28,07:24:28,4,1060,SER_6851
SER_6851_474_5,07:27:56,07:27:56,5,474,SER_6851
SER_6851_1575_6,07:29:44,07:29:44,6,1575,SER_6851
SER_6851_913_7,07:31:29,07:31:29,7,913,SER_6851
SER_6851_786_8,07:33:24,07:33:24,8,786,SER_6851
SER_6851_2612_9,07:34:48,07:34:48,9,2612,SER_6851
SER_6851_3279_10,07:36:17,07:36:17,10,3279,SER_6851
SER_6851_4788_11,07:39:17,07:39:17,11,4788,SER_6851
SER_6851_71_12,07:41:07,07:41:07,12,71,SER_6851
SER_6851_3573_13,07:41:12,07:41:12,13,3573,SER_6851
SER_6851_2940_14,07:42:21,07:42:21,14,2940,SER_6851
SER_6851_907_15,07:43:56,07:43:56,15,907,SER_6851
SER_6851_1094_16,07:44:52,07:44:52,16,1094,SER_6851
SER_6851_119_17,07:48:07,07:48:07,17,119,SER_6851
SER_6851_3570_18,07:49:25,07:49:25,18,3570,SER_6851
SER_6851_566_19,07:49:30,07:49:30,19,566,SER_6851
SER_6851_546_20,07:50:10,07:50:10,20,546,SER_6851
SER_6851_1341_21,07:51:47,07:51:47,21,1341,SER_6851
SER_6851_3340_22,07:52:51,07:52:51,22,3340,SER_6851
SER_6851_2264_23,07:53:32,07:53:32,23,2264,SER_6851
SER_6851_854_24,07:56:38,07:56:38,24,854,SER_6851
SER_6851_2358_25,07:57:53,07:57:53,25,2358,SER_6851
SER_6851_265_26,08:01:11,08:01:11,26,265,SER_6851
SER_6851_221_27,08:02:53,08:02:53,27,221,SER_6851
SER_6851_805_28,08:08:13,08:08:13,28,805,SER_6851
SER_6851_2659_29,08:10:56,08:10:56,29,2659,SER_6851
SER_6851_80_30,18:10:01,18:10:01,30,80,SER_6851
SER_6851_4441_31,19:53:56,19:53:56,31,4441,SER_6851
SER_69f5_1151_0,07:19:36,07:19:36,0,1151,SER_69f5
SER_69f5_1742_1,07:24:02,07:24:02,1,1742,SER_69f5
SER_69f5_4033_2,07:25:09,07:25:09,2,4033,SER_69f5
SER_69f5_4182_3,07:28:37,07:28:37,3,4182,SER_69f5
SER_69f5_4500_4,07:31:07,07:31:07,4,4500,SER_69f5
SER_69f5_2210_5,07:33:35,07:33:35,5,2210,SER_69f5
SER_69f5_3959_6,07:35:00,07:35:00,6,3959,SER_69f5
SER_69f5_746_7,07:36:17,07:36:17,7,746,SER_69f5
SER_69f5_2270_8,07:38:53,07:38:53,8,2270,SER_69f5
SER_69f5_3388_9,07:40:42,07:40:42,9,3388,SER_69f5
SER_69f5_1029_10,07:41:56,07:41:56,10,1029,SER_69f5
SER_69f5_4485_11,07:44:31,07:44:31,11,4485,SER_69f5
SER_69f5_4152_12,07:45:48,07:45:48,12,4152,SER_69f5
SER_69f5_3427_13,07:47:05,07:47:05,13,3427,SER_69f5
SER_69f5_338_14,07:47:22,07:47:22,14,338,SER_69f5
SER_69f5_4281_15,07:49:52,07:49:52,15,4281,SER_69f5
SER_69f5_278_16,07:50:52,07:50:52,16,278,SER_69f5
SER_69f5_3596_17,07:52:05,07:52:05,17,3596,SER_69f5
SER_69f5_3728_18,07:53:24,07:53:24,18,3728,SER_69f5
SER_69f5_1103_19,07:54:55,07:54:55,19,1103,SER_69f5
SER_69f5_2840_20,07:56:09,07:56:09,20,2840,SER_69f5
SER_69f5_3263_21,07:58:49,07:58:49,21,3263,SER_69f5
SER_69f5_3549_22,08:07:29,08:07:29,22,3549,SER_69f5
SER_69f5_4268_23,08:11:08,08:11:08,23,4268,SER_69f5
SER_69f5_3346_24,08:12:24,08:12:24,24,3346,SER_69f5
SER_69f5_3355_25,08:13:58,08:13:58,25,3355,SER_69f5
SER_69f5_3444_26,08:17:49,08:17:49,26,3444,SER_69f5
SER_69f5_4405_27,08:18:33,08:18:33,27,4405,SER_69f5
SER_69f5_32_28,08:19:49,08:19:49,28,32,SER_69f5
SER_69f5_1716_29,08:22:48,08:22:48,29,1716,SER_69f5
SER_69f5_401_30,08:25:50,08:25:50,30,401,SER_69f5
SER_69f5_2894_31,08:29:39,08:29:39,31,2894,SER_69f5
SER_69f5_2904_32,08:30:15,08:30:15,32,2904,SER_69f5
SER_69f5_954_33,18:01:16,18:01:16,33,954,SER_69f5
SER_69f5_1365_34,19:09:33,19:09:33,34,1365,SER_69f5
SER_6af1_3010_0,06:40:36,06:40:36,0,3010,SER_6af1
SER_6af1_2659_1,17:45:31,17:45:31,1,2659,SER_6af1
SER_6af1_3653_2,17:49:07,17:49:07,2,3653,SER_6af1
SER_6af1_1244_3,17:56:02,17:56:02,3,1244,SER_6af1
SER_6af1_77_4,17:57:48,17:57:48,4,77,SER_6af1
SER_6af1_188_5,17:59:42,17:59:42,5,188,SER_6af1
SER_6af1_2370_6,18:00:30,18:00:30,6,2370,SER_6af1
SER_6af1_2365_7,18:02:07,18:02:07,7,2365,SER_6af1
SER_6af1_4163_8,18:04:01,18:04:01,8,4163,SER_6af1
SER_6af1_2916_9,18:09:04,18:09:04,9,2916,SER_6af1
